category,item,itemLabel
Category:Critical theorists,http://www.wikidata.org/entity/Q76357,Jürgen Habermas
Category:Critical theorists,http://www.wikidata.org/entity/Q76826,Max Horkheimer
Category:Critical theorists,http://www.wikidata.org/entity/Q89384,Walter Pohl
Category:Critical theorists,http://www.wikidata.org/entity/Q97232,Ruth Glass
Category:Critical theorists,http://www.wikidata.org/entity/Q107745,Gerhard Stapelfeldt
Category:Critical theorists,http://www.wikidata.org/entity/Q128126,Claude Lévi-Straus
Category:Critical theorists,http://www.wikidata.org/entity/Q129228,René Girard
Category:Critical theorists,http://www.wikidata.org/entity/Q152388,Theodor W. Adorno
Category:Critical theorists,http://www.wikidata.org/entity/Q153034,Emmanuel Levinas
Category:Critical theorists,http://www.wikidata.org/entity/Q156268,Pierre Bourdieu
Category:Critical theorists,http://www.wikidata.org/entity/Q160456,Angela Davis
Category:Critical theorists,http://www.wikidata.org/entity/Q160640,Raymond Aron
Category:Critical theorists,http://www.wikidata.org/entity/Q164797,Paulo Freire
Category:Critical theorists,http://www.wikidata.org/entity/Q169906,Jacques Lacan
Category:Critical theorists,http://www.wikidata.org/entity/Q182847,Jean Baudrillard
Category:Critical theorists,http://www.wikidata.org/entity/Q183265,Wendy Brown
Category:Critical theorists,http://www.wikidata.org/entity/Q184750,Slavoj Žižek
Category:Critical theorists,http://www.wikidata.org/entity/Q185375,Mikhail Bakhtin
Category:Critical theorists,http://www.wikidata.org/entity/Q187520,Charles Sanders Peirce
Category:Critical theorists,http://www.wikidata.org/entity/Q192066,Paul Ricœur
Category:Critical theorists,http://www.wikidata.org/entity/Q193257,Jean-François Lyotard
Category:Critical theorists,http://www.wikidata.org/entity/Q193871,Marshall McLuhan
Category:Critical theorists,http://www.wikidata.org/entity/Q205927,Robert Nozick
Category:Critical theorists,http://www.wikidata.org/entity/Q215258,Richard Rorty
Category:Critical theorists,http://www.wikidata.org/entity/Q219368,Judith Butler
Category:Critical theorists,http://www.wikidata.org/entity/Q220856,Charles Bernard Renouvier
Category:Critical theorists,http://www.wikidata.org/entity/Q240851,Gayatri Chakravorty Spivak
Category:Critical theorists,http://www.wikidata.org/entity/Q259507,bell hooks
Category:Critical theorists,http://www.wikidata.org/entity/Q263235,Seyla Benhabib
Category:Critical theorists,http://www.wikidata.org/entity/Q267536,Nancy Fraser
Category:Critical theorists,http://www.wikidata.org/entity/Q278583,A. C. Grayling
Category:Critical theorists,http://www.wikidata.org/entity/Q292326,Teresa de Lauretis
Category:Critical theorists,http://www.wikidata.org/entity/Q298075,Guy Debord
Category:Critical theorists,http://www.wikidata.org/entity/Q309829,Ken Wilber
Category:Critical theorists,http://www.wikidata.org/entity/Q311687,Giorgio Agamben
Category:Critical theorists,http://www.wikidata.org/entity/Q311697,Pim Fortuyn
Category:Critical theorists,http://www.wikidata.org/entity/Q313852,Tzvetan Todorov
Category:Critical theorists,http://www.wikidata.org/entity/Q325741,Homi K. Bhabha
Category:Critical theorists,http://www.wikidata.org/entity/Q336921,"Mary Warnock, Baroness Warnock"
Category:Critical theorists,http://www.wikidata.org/entity/Q352465,Félix Guattari
Category:Critical theorists,http://www.wikidata.org/entity/Q387807,Khen Lampert
Category:Critical theorists,http://www.wikidata.org/entity/Q426571,Kojin Karatani
Category:Critical theorists,http://www.wikidata.org/entity/Q440887,Laura Mulvey
Category:Critical theorists,http://www.wikidata.org/entity/Q441514,Martha Fineman
Category:Critical theorists,http://www.wikidata.org/entity/Q459310,Hamid Dabashi
Category:Critical theorists,http://www.wikidata.org/entity/Q465252,Patricia Hill Collins
Category:Critical theorists,http://www.wikidata.org/entity/Q503611,Andrew Arato
Category:Critical theorists,http://www.wikidata.org/entity/Q507014,Paul Virilio
Category:Critical theorists,http://www.wikidata.org/entity/Q538347,Giovanna Borradori
Category:Critical theorists,http://www.wikidata.org/entity/Q542508,Trinh T. Minh-ha
Category:Critical theorists,http://www.wikidata.org/entity/Q580695,Robert C. Solomon
Category:Critical theorists,http://www.wikidata.org/entity/Q712469,Cornel West
Category:Critical theorists,http://www.wikidata.org/entity/Q716367,Lev Manovich
Category:Critical theorists,http://www.wikidata.org/entity/Q717884,Douglas Rushkoff
Category:Critical theorists,http://www.wikidata.org/entity/Q830994,Gáspár Miklós Tamás
Category:Critical theorists,http://www.wikidata.org/entity/Q891708,Bolívar Echeverría
Category:Critical theorists,http://www.wikidata.org/entity/Q1261985,Mario Kopić
Category:Critical theorists,http://www.wikidata.org/entity/Q1285583,Ljubodrag Simonović
Category:Critical theorists,http://www.wikidata.org/entity/Q1351078,Gilles Lipovetsky
Category:Critical theorists,http://www.wikidata.org/entity/Q1432523,Anibal Quijano
Category:Critical theorists,http://www.wikidata.org/entity/Q1476404,Regina Becker-Schmidt
Category:Critical theorists,http://www.wikidata.org/entity/Q1479023,Michael J. Shapiro
Category:Critical theorists,http://www.wikidata.org/entity/Q1894365,Marcus Steinweg
Category:Critical theorists,http://www.wikidata.org/entity/Q1924889,Suzanne Lilar
Category:Critical theorists,http://www.wikidata.org/entity/Q2127389,Rahel Jaeggi
Category:Critical theorists,http://www.wikidata.org/entity/Q2264837,Stuart Sim
Category:Critical theorists,http://www.wikidata.org/entity/Q3084346,François Cusset
Category:Critical theorists,http://www.wikidata.org/entity/Q3086932,Fred Poché
Category:Critical theorists,http://www.wikidata.org/entity/Q3188000,Judith Lorber
Category:Critical theorists,http://www.wikidata.org/entity/Q3305117,Melissa Harris-Perry
Category:Critical theorists,http://www.wikidata.org/entity/Q3618880,Anton Milenin
Category:Critical theorists,http://www.wikidata.org/entity/Q4767020,Anna G. Jónasdóttir
Category:Critical theorists,http://www.wikidata.org/entity/Q4837807,Babette Babich
Category:Critical theorists,http://www.wikidata.org/entity/Q4961022,Brendan Myers
Category:Critical theorists,http://www.wikidata.org/entity/Q5224125,Darnell L. Moore
Category:Critical theorists,http://www.wikidata.org/entity/Q5301680,Douglas Kellner
Category:Critical theorists,http://www.wikidata.org/entity/Q5322146,"E. San Juan, Jr."
Category:Critical theorists,http://www.wikidata.org/entity/Q5402955,Ethan Kleinberg
Category:Critical theorists,http://www.wikidata.org/entity/Q5408270,Eugenio Donato
Category:Critical theorists,http://www.wikidata.org/entity/Q5516258,Gad Barzilai
Category:Critical theorists,http://www.wikidata.org/entity/Q5525733,Gary Peller
Category:Critical theorists,http://www.wikidata.org/entity/Q5981052,Ian Buchanan
Category:Critical theorists,http://www.wikidata.org/entity/Q6170964,Jean L. Cohen
Category:Critical theorists,http://www.wikidata.org/entity/Q6317471,Justin Clemens
Category:Critical theorists,http://www.wikidata.org/entity/Q6409990,Kimberlé Williams Crenshaw
Category:Critical theorists,http://www.wikidata.org/entity/Q6425637,Koert van Mensvoort
Category:Critical theorists,http://www.wikidata.org/entity/Q6551974,Linda Smircich
Category:Critical theorists,http://www.wikidata.org/entity/Q6755400,Marc Blanchard
Category:Critical theorists,http://www.wikidata.org/entity/Q6828615,Michael Betancourt
Category:Critical theorists,http://www.wikidata.org/entity/Q7025133,Nicholas Burbules
Category:Critical theorists,http://www.wikidata.org/entity/Q7036117,Nikolas Kompridis
Category:Critical theorists,http://www.wikidata.org/entity/Q7046836,Noel B. Salazar
Category:Critical theorists,http://www.wikidata.org/entity/Q7151541,Paul James
Category:Critical theorists,http://www.wikidata.org/entity/Q7152955,Paul Piccone
Category:Critical theorists,http://www.wikidata.org/entity/Q7160690,Peggy McIntosh
Category:Critical theorists,http://www.wikidata.org/entity/Q7323585,Richard A. Macksey
Category:Critical theorists,http://www.wikidata.org/entity/Q7498831,Shirley R. Steinberg
Category:Critical theorists,http://www.wikidata.org/entity/Q7504793,Shuji Imamoto
Category:Critical theorists,http://www.wikidata.org/entity/Q7609641,Stephen K. White
Category:Critical theorists,http://www.wikidata.org/entity/Q7609752,Stephen Lapthisophon
Category:Critical theorists,http://www.wikidata.org/entity/Q7786893,Thomas A. McCarthy
Category:Critical theorists,http://www.wikidata.org/entity/Q7922409,Veronica Forrest-Thomson
Category:Critical theorists,http://www.wikidata.org/entity/Q7964124,Walter A. Davis
Category:Critical theorists,http://www.wikidata.org/entity/Q7983434,Werner Krieglstein
Category:Critical theorists,http://www.wikidata.org/entity/Q8028896,Wlad Godzich
Category:Critical theorists,http://www.wikidata.org/entity/Q10326482,Mario Sergio Cortella
Category:Critical theorists,http://www.wikidata.org/entity/Q14948907,Claire Colebrook
Category:Critical theorists,http://www.wikidata.org/entity/Q15053037,Kiarina Kordela
Category:Critical theorists,http://www.wikidata.org/entity/Q15453800,Russell Berman
Category:Critical theorists,http://www.wikidata.org/entity/Q15499410,Jeremy J. Shapiro
Category:Critical theorists,http://www.wikidata.org/entity/Q15848990,Stefan Gandler
Category:Critical theorists,http://www.wikidata.org/entity/Q16194150,Gregg Lambert
Category:Critical theorists,http://www.wikidata.org/entity/Q16197276,Amy Allen
Category:Critical theorists,http://www.wikidata.org/entity/Q16728131,Tom Cohen
Category:Critical theorists,http://www.wikidata.org/entity/Q16728951,Ann Ferguson
Category:Critical theorists,http://www.wikidata.org/entity/Q17019513,Robert Rowland Smith
Category:Critical theorists,http://www.wikidata.org/entity/Q17306246,Ramón Massó Tarruella
Category:Critical theorists,http://www.wikidata.org/entity/Q17386258,Linda Rampell
Category:Critical theorists,http://www.wikidata.org/entity/Q18386613,Susan Best
Category:Critical theorists,http://www.wikidata.org/entity/Q18387068,Chela Sandoval
Category:Critical theorists,http://www.wikidata.org/entity/Q18388053,Dana L. Cloud
Category:Critical theorists,http://www.wikidata.org/entity/Q18688080,Adrian Johnston
Category:Critical theorists,http://www.wikidata.org/entity/Q20685134,James Phillips
Category:Critical theorists,http://www.wikidata.org/entity/Q20875953,Joanne Faulkner
Category:Critical theorists,http://www.wikidata.org/entity/Q23978392,Armen Avanessian
Category:Critical theorists,http://www.wikidata.org/entity/Q24006336,Nick Srnicek
Category:Critical theorists,http://www.wikidata.org/entity/Q24196086,Ronald E. Day
Category:Critical theorists,http://www.wikidata.org/entity/Q28006775,Patrick Lichty
Category:Critical theorists,http://www.wikidata.org/entity/Q28018695,Bonnie Zimmerman
Category:Critical theorists,http://www.wikidata.org/entity/Q28940963,George Yancy
Category:Critical theorists,http://www.wikidata.org/entity/Q39070591,Bruce Fink
Category:Critical theorists,http://www.wikidata.org/entity/Q42005080,David Gillborn
Category:Critical theorists,http://www.wikidata.org/entity/Q48687755,Primož Repar
Category:Critical theorists,http://www.wikidata.org/entity/Q53198433,Craig Hanks
Category:Critical theorists,http://www.wikidata.org/entity/Q56064322,Tressie McMillan Cottom
Category:Critical theorists,http://www.wikidata.org/entity/Q56600143,Judith Still
Category:Critical theorists,http://www.wikidata.org/entity/Q57585139,Nicholas H. Smith
Category:Critical theorists,http://www.wikidata.org/entity/Q59388111,Fabian Freyenhagen
Category:Critical theorists,http://www.wikidata.org/entity/Q59660790,Catherine O'Brien
Category:Critical theorists,http://www.wikidata.org/entity/Q73119329,Tiffany Willoughby-Herard
Category:Critical theorists,http://www.wikidata.org/entity/Q90723883,Isolde Standish
Category:Critical theorists,http://www.wikidata.org/entity/Q94273633,Joy James
Category:Critical theorists,http://www.wikidata.org/entity/Q104632602,Eva Haifa Giraud
Category:Critical theorists,http://www.wikidata.org/entity/Q104843575,Teresa N. Washington
Category:Critical theorists,http://www.wikidata.org/entity/Q106040051,Brian O'Connor
Category:Critical theorists,http://www.wikidata.org/entity/Q107575646,David M. Berry
Category:Critical theorists,http://www.wikidata.org/entity/Q7197,Simone de Beauvoir
Category:Critical theorists,http://www.wikidata.org/entity/Q9358,Friedrich Nietzsche
Category:Critical theorists,http://www.wikidata.org/entity/Q9364,Jean-Paul Sartre
Category:Critical theorists,http://www.wikidata.org/entity/Q28918,Luce Irigaray
Category:Critical theorists,http://www.wikidata.org/entity/Q38193,Arthur Schopenhauer
Category:Critical theorists,http://www.wikidata.org/entity/Q44272,Michel Foucault
Category:Critical theorists,http://www.wikidata.org/entity/Q58853,Karl-Otto Apel
Category:Critical theorists,http://www.wikidata.org/entity/Q60735,Axel Honneth
Category:Critical theorists,http://www.wikidata.org/entity/Q61078,Walter Benjamin
Category:Critical theorists,http://www.wikidata.org/entity/Q61628,Eugen Fink
Category:Critical theorists,http://www.wikidata.org/entity/Q62977,Walter Kaufmann
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q114007,Uta Gerhardt
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q135576,Alfred Radcliffe-Brown
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q144535,Herbert Spencer
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q184992,Bronisław Malinowski
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q312843,Robert K. Merton
Category:Functionalism (social theory),http://www.wikidata.org/entity/Q57238,Niklas Luhmann
Category:Social choice theory,http://www.wikidata.org/entity/Q20712127,Christian List
Category:Feminist theory,http://www.wikidata.org/entity/Q467333,Elaine Showalter
Category:Feminist theory,http://www.wikidata.org/entity/Q6548193,Lillian Robinson
Category:Feminist theory,http://www.wikidata.org/entity/Q15500454,Lynne Hanley
Category:Feminist theory,http://www.wikidata.org/entity/Q16729748,Susan Hekman
Category:Feminist theory,http://www.wikidata.org/entity/Q24232706,Ellen Moers
Category:Feminist theory,http://www.wikidata.org/entity/Q59401,Jenny d'Héricourt
Category:Feminist theorists,http://www.wikidata.org/entity/Q101638,Mary Wollstonecraft
Category:Feminist theorists,http://www.wikidata.org/entity/Q159876,Julia Kristeva
Category:Feminist theorists,http://www.wikidata.org/entity/Q183265,Wendy Brown
Category:Feminist theorists,http://www.wikidata.org/entity/Q219368,Judith Butler
Category:Feminist theorists,http://www.wikidata.org/entity/Q231178,Gloria Steinem
Category:Feminist theorists,http://www.wikidata.org/entity/Q234604,Betty Friedan
Category:Feminist theorists,http://www.wikidata.org/entity/Q234964,Hélène Cixous
Category:Feminist theorists,http://www.wikidata.org/entity/Q241398,Andrea Dworkin
Category:Feminist theorists,http://www.wikidata.org/entity/Q255463,Camille Paglia
Category:Feminist theorists,http://www.wikidata.org/entity/Q259507,bell hooks
Category:Feminist theorists,http://www.wikidata.org/entity/Q267536,Nancy Fraser
Category:Feminist theorists,http://www.wikidata.org/entity/Q270800,Gaston Bachelard
Category:Feminist theorists,http://www.wikidata.org/entity/Q463319,Audre Lorde
Category:Feminist theorists,http://www.wikidata.org/entity/Q468956,Chantal Chawaf
Category:Feminist theorists,http://www.wikidata.org/entity/Q516614,Bracha L. Ettinger
Category:Feminist theorists,http://www.wikidata.org/entity/Q1708398,Josephine Donovan
Category:Feminist theorists,http://www.wikidata.org/entity/Q2662864,Rosi Braidotti
Category:Feminist theorists,http://www.wikidata.org/entity/Q3051714,Elsa Dorlin
Category:Feminist theorists,http://www.wikidata.org/entity/Q3108719,Griselda Pollock
Category:Feminist theorists,http://www.wikidata.org/entity/Q3188000,Judith Lorber
Category:Feminist theorists,http://www.wikidata.org/entity/Q4767020,Anna G. Jónasdóttir
Category:Feminist theorists,http://www.wikidata.org/entity/Q5362883,Elizabeth Grosz
Category:Feminist theorists,http://www.wikidata.org/entity/Q5607638,Greta Gaard
Category:Feminist theorists,http://www.wikidata.org/entity/Q6303321,Judith C. Brown
Category:Feminist theorists,http://www.wikidata.org/entity/Q6872244,Mira Schor
Category:Feminist theorists,http://www.wikidata.org/entity/Q6962765,Nancy K. Miller
Category:Feminist theorists,http://www.wikidata.org/entity/Q6964697,Naomi Schor
Category:Feminist theorists,http://www.wikidata.org/entity/Q7190013,Pia de Solenni
Category:Feminist theorists,http://www.wikidata.org/entity/Q7293111,Ranjana Khanna
Category:Feminist theorists,http://www.wikidata.org/entity/Q7375410,Rozsika Parker
Category:Feminist theorists,http://www.wikidata.org/entity/Q12960793,Žarana Papić
Category:Feminist theorists,http://www.wikidata.org/entity/Q14946842,Rita Felski
Category:Feminist theorists,http://www.wikidata.org/entity/Q14948907,Claire Colebrook
Category:Feminist theorists,http://www.wikidata.org/entity/Q15437208,Sara Ahmed
Category:Feminist theorists,http://www.wikidata.org/entity/Q16190630,Alexandra Juhasz
Category:Feminist theorists,http://www.wikidata.org/entity/Q16202911,Roxane Gay
Category:Feminist theorists,http://www.wikidata.org/entity/Q16728951,Ann Ferguson
Category:Feminist theorists,http://www.wikidata.org/entity/Q17511774,Tara Rodgers
Category:Feminist theorists,http://www.wikidata.org/entity/Q19546794,Mary Garrard
Category:Feminist theorists,http://www.wikidata.org/entity/Q19609771,Jan Boxill
Category:Feminist theorists,http://www.wikidata.org/entity/Q28874277,Margarete Stokowski
Category:Feminist theorists,http://www.wikidata.org/entity/Q28921553,Mary Susan McIntosh
Category:Feminist theorists,http://www.wikidata.org/entity/Q29028404,Brenda Feigen
Category:Feminist theorists,http://www.wikidata.org/entity/Q29056911,Despina Stratigakos
Category:Feminist theorists,http://www.wikidata.org/entity/Q29447165,Audrey Wollen
Category:Feminist theorists,http://www.wikidata.org/entity/Q41555686,Nirmal Puwar
Category:Feminist theorists,http://www.wikidata.org/entity/Q43372090,Lydia Sklevicky
Category:Feminist theorists,http://www.wikidata.org/entity/Q56433871,Claire Kahane
Category:Feminist theorists,http://www.wikidata.org/entity/Q56697416,Lisa Adkins
Category:Feminist theorists,http://www.wikidata.org/entity/Q59571709,Alison Phipps
Category:Feminist theorists,http://www.wikidata.org/entity/Q59610805,Chiara Bottici
Category:Feminist theorists,http://www.wikidata.org/entity/Q64706980,Jenny Brown
Category:Feminist theorists,http://www.wikidata.org/entity/Q71066344,Bonnie J. Morris
Category:Feminist theorists,http://www.wikidata.org/entity/Q71610095,Frances Heidensohn
Category:Feminist theorists,http://www.wikidata.org/entity/Q73119329,Tiffany Willoughby-Herard
Category:Feminist theorists,http://www.wikidata.org/entity/Q99202066,Pauline Harmange
Category:Feminist theorists,http://www.wikidata.org/entity/Q101091938,Patti Duncan
Category:Feminist theorists,http://www.wikidata.org/entity/Q104632602,Eva Haifa Giraud
Category:Feminist theorists,http://www.wikidata.org/entity/Q105906162,Catherine Eschle
Category:Feminist theorists,http://www.wikidata.org/entity/Q106631130,Anne Phillips
Category:Feminist theorists,http://www.wikidata.org/entity/Q109332104,Alison Kafer
Category:Feminist theorists,http://www.wikidata.org/entity/Q7197,Simone de Beauvoir
Category:Feminist theorists,http://www.wikidata.org/entity/Q28918,Luce Irigaray
Category:Fringe theories,http://www.wikidata.org/entity/Q181590,George Greenwood
Category:Fringe theories,http://www.wikidata.org/entity/Q1661230,Richard C. Hoagland
Category:Fringe theories,http://www.wikidata.org/entity/Q3805138,J. Thomas Looney
Category:Fringe theories,http://www.wikidata.org/entity/Q4768577,Anne Macaulay
Category:Fringe theories,http://www.wikidata.org/entity/Q4893447,Bernard Mordaunt Ward
Category:Fringe theories,http://www.wikidata.org/entity/Q5083669,Charles Wisner Barrell
Category:Fringe theories,http://www.wikidata.org/entity/Q5086298,Charlton Greenwood Ogburn
Category:Fringe theories,http://www.wikidata.org/entity/Q5086326,Charlton Ogburn
Category:Fringe theories,http://www.wikidata.org/entity/Q5478582,Frances Cress Welsing
Category:Fringe theories,http://www.wikidata.org/entity/Q6281882,Joseph C. Hart
Category:Fringe theories,http://www.wikidata.org/entity/Q6766543,Mark Anderson
Category:Fringe theories,http://www.wikidata.org/entity/Q42887033,Danney Williams
Category:Psychoanalytic theory,http://www.wikidata.org/entity/Q99541444,Basic fault theory
Category:Queer theory,http://www.wikidata.org/entity/Q538549,John Addington Symonds
Category:Queer theory,http://www.wikidata.org/entity/Q7356608,Roderick Ferguson
Category:Queer theorists,http://www.wikidata.org/entity/Q219368,Judith Butler
Category:Queer theorists,http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick
Category:Queer theorists,http://www.wikidata.org/entity/Q263201,Monique Wittig
Category:Queer theorists,http://www.wikidata.org/entity/Q292326,Teresa de Lauretis
Category:Queer theorists,http://www.wikidata.org/entity/Q330072,Patrick Califia
Category:Queer theorists,http://www.wikidata.org/entity/Q349945,Jonathan Ned Katz
Category:Queer theorists,http://www.wikidata.org/entity/Q351309,John D'Emilio
Category:Queer theorists,http://www.wikidata.org/entity/Q360259,Leo Bersani
Category:Queer theorists,http://www.wikidata.org/entity/Q433322,Jack Halberstam
Category:Queer theorists,http://www.wikidata.org/entity/Q438164,Samuel R. Delany
Category:Queer theorists,http://www.wikidata.org/entity/Q468609,Paul B. Preciado
Category:Queer theorists,http://www.wikidata.org/entity/Q546490,Riki Wilchins
Category:Queer theorists,http://www.wikidata.org/entity/Q546569,Annamarie Jagose
Category:Queer theorists,http://www.wikidata.org/entity/Q705633,David M. Halperin
Category:Queer theorists,http://www.wikidata.org/entity/Q1263313,Miodrag Kojadinović
Category:Queer theorists,http://www.wikidata.org/entity/Q1309970,Guy Hocquenghem
Category:Queer theorists,http://www.wikidata.org/entity/Q1703138,Jonathan David Katz
Category:Queer theorists,http://www.wikidata.org/entity/Q1926624,Tiina Rosenberg
Category:Queer theorists,http://www.wikidata.org/entity/Q1929737,Michael Warner
Category:Queer theorists,http://www.wikidata.org/entity/Q2940092,Carolyn Dinshaw
Category:Queer theorists,http://www.wikidata.org/entity/Q3109110,Gloria E. Anzaldúa
Category:Queer theorists,http://www.wikidata.org/entity/Q3510922,Don Kulick
Category:Queer theorists,http://www.wikidata.org/entity/Q3853889,Jonathan Dollimore
Category:Queer theorists,http://www.wikidata.org/entity/Q4897556,Beth Kelly
Category:Queer theorists,http://www.wikidata.org/entity/Q4908332,Bill Burgwinkle
Category:Queer theorists,http://www.wikidata.org/entity/Q5024515,Calvin Thomas
Category:Queer theorists,http://www.wikidata.org/entity/Q5203476,D. A. Miller
Category:Queer theorists,http://www.wikidata.org/entity/Q5239234,David Ross Fryer
Category:Queer theorists,http://www.wikidata.org/entity/Q5322089,E. Patrick Johnson
Category:Queer theorists,http://www.wikidata.org/entity/Q5363372,Elizabeth Povinelli
Category:Queer theorists,http://www.wikidata.org/entity/Q5528727,Gayatri Reddy
Category:Queer theorists,http://www.wikidata.org/entity/Q6292143,José Esteban Muñoz
Category:Queer theorists,http://www.wikidata.org/entity/Q6301133,Juan Vicente Aliaga
Category:Queer theorists,http://www.wikidata.org/entity/Q6432715,Kortney Ryan Ziegler
Category:Queer theorists,http://www.wikidata.org/entity/Q6513519,Lee Edelman
Category:Queer theorists,http://www.wikidata.org/entity/Q7273944,R. Raj Rao
Category:Queer theorists,http://www.wikidata.org/entity/Q7327840,Richard Miskolci
Category:Queer theorists,http://www.wikidata.org/entity/Q7349215,Robert Reid-Pharr
Category:Queer theorists,http://www.wikidata.org/entity/Q7493024,Sheila Cavanagh
Category:Queer theorists,http://www.wikidata.org/entity/Q7803420,Tim Dean
Category:Queer theorists,http://www.wikidata.org/entity/Q12237573,Lauren Berlant
Category:Queer theorists,http://www.wikidata.org/entity/Q14949231,Jasbir Puar
Category:Queer theorists,http://www.wikidata.org/entity/Q15437208,Sara Ahmed
Category:Queer theorists,http://www.wikidata.org/entity/Q16731756,Patricia MacCormack
Category:Queer theorists,http://www.wikidata.org/entity/Q18348516,Harriet Malinowitz
Category:Queer theorists,http://www.wikidata.org/entity/Q18359278,Jennifer Doyle
Category:Queer theorists,http://www.wikidata.org/entity/Q22279304,Moya Bailey
Category:Queer theorists,http://www.wikidata.org/entity/Q23091499,Emily Drabinski
Category:Queer theorists,http://www.wikidata.org/entity/Q23416883,Kara Keeling
Category:Queer theorists,http://www.wikidata.org/entity/Q25427683,Vikram Kolmannskog
Category:Queer theorists,http://www.wikidata.org/entity/Q28078481,Juana María Rodríguez
Category:Queer theorists,http://www.wikidata.org/entity/Q29390046,Stella Nyanzi
Category:Queer theorists,http://www.wikidata.org/entity/Q30068176,Juliana Delgado Lopera
Category:Queer theorists,http://www.wikidata.org/entity/Q30570230,Ann Pellegrini
Category:Queer theorists,http://www.wikidata.org/entity/Q30572315,Janet Jakobsen
Category:Queer theorists,http://www.wikidata.org/entity/Q30917656,Emma Pérez
Category:Queer theorists,http://www.wikidata.org/entity/Q50329364,Tanya Erzen
Category:Queer theorists,http://www.wikidata.org/entity/Q52698732,Whitney Davis
Category:Queer theorists,http://www.wikidata.org/entity/Q58235915,Adrienne Shaw
Category:Queer theorists,http://www.wikidata.org/entity/Q84964588,Hans Turley
Category:Abstract object theory,http://www.wikidata.org/entity/Q78600,Alexius Meinong
Category:Abstract object theory,http://www.wikidata.org/entity/Q90003,Ernst Mally
Category:Abstract object theory,http://www.wikidata.org/entity/Q381994,Kazimierz Twardowski
Category:Abstract object theory,http://www.wikidata.org/entity/Q877276,Roderick Chisholm
Category:Abstract object theory,http://www.wikidata.org/entity/Q1541962,Graham Priest
Category:Abstract object theory,http://www.wikidata.org/entity/Q1593097,Héctor-Neri Castañeda
Category:Abstract object theory,http://www.wikidata.org/entity/Q4355172,Edward N. Zalta
Category:Abstract object theory,http://www.wikidata.org/entity/Q7329328,Richard Sylvan
Category:Abstract object theory,http://www.wikidata.org/entity/Q7701986,Terence Parsons
Category:Abstract object theory,http://www.wikidata.org/entity/Q8013315,William J. Rapaport
Category:Abstract object theory,http://www.wikidata.org/entity/Q8079328,Øystein Linnebo
Category:Marxist theory,http://www.wikidata.org/entity/Q322311,Raniero Panzieri
Category:Marxist theory,http://www.wikidata.org/entity/Q706525,Mario Tronti
Category:Marxist theory,http://www.wikidata.org/entity/Q9061,Karl Marx
Category:Marxist theorists,http://www.wikidata.org/entity/Q66217,August Thalheimer
Category:Marxist theorists,http://www.wikidata.org/entity/Q73200,Elmar Altvater
Category:Marxist theorists,http://www.wikidata.org/entity/Q75786,Eduard Bernstein
Category:Marxist theorists,http://www.wikidata.org/entity/Q75823,Clara Zetkin
Category:Marxist theorists,http://www.wikidata.org/entity/Q75886,Karl Liebknecht
Category:Marxist theorists,http://www.wikidata.org/entity/Q76520,August Bebel
Category:Marxist theorists,http://www.wikidata.org/entity/Q76586,Karl Kautsky
Category:Marxist theorists,http://www.wikidata.org/entity/Q76826,Max Horkheimer
Category:Marxist theorists,http://www.wikidata.org/entity/Q77175,Friedrich Pollock
Category:Marxist theorists,http://www.wikidata.org/entity/Q78135,Hans Heinz Holz
Category:Marxist theorists,http://www.wikidata.org/entity/Q78570,Otto Neurath
Category:Marxist theorists,http://www.wikidata.org/entity/Q83003,Antonio Gramsci
Category:Marxist theorists,http://www.wikidata.org/entity/Q84412,Wilhelm Reich
Category:Marxist theorists,http://www.wikidata.org/entity/Q87209,Heinrich Cunow
Category:Marxist theorists,http://www.wikidata.org/entity/Q88483,Fritz Sternberg
Category:Marxist theorists,http://www.wikidata.org/entity/Q101988,Helmut Reichelt
Category:Marxist theorists,http://www.wikidata.org/entity/Q104715,Johannes Agnoli
Category:Marxist theorists,http://www.wikidata.org/entity/Q108889,Reinhard Opitz
Category:Marxist theorists,http://www.wikidata.org/entity/Q109230,Luise Kähler
Category:Marxist theorists,http://www.wikidata.org/entity/Q110703,Henry Pachter
Category:Marxist theorists,http://www.wikidata.org/entity/Q111287,Hans-Georg Backhaus
Category:Marxist theorists,http://www.wikidata.org/entity/Q116075,Yehoshua Yakhot
Category:Marxist theorists,http://www.wikidata.org/entity/Q119719,Edwin Hoernle
Category:Marxist theorists,http://www.wikidata.org/entity/Q122514,Michael Heinrich
Category:Marxist theorists,http://www.wikidata.org/entity/Q128179,István Mészáros
Category:Marxist theorists,http://www.wikidata.org/entity/Q151523,György Lukács
Category:Marxist theorists,http://www.wikidata.org/entity/Q152388,Theodor W. Adorno
Category:Marxist theorists,http://www.wikidata.org/entity/Q153909,Milovan Đilas
Category:Marxist theorists,http://www.wikidata.org/entity/Q158030,Cornelius Castoriadis
Category:Marxist theorists,http://www.wikidata.org/entity/Q159648,Gianni Vattimo
Category:Marxist theorists,http://www.wikidata.org/entity/Q160619,Roger Garaudy
