item,itemLabel
http://www.wikidata.org/entity/Q4116397,Aijaz Ahmad
http://www.wikidata.org/entity/Q4291323,Elena Mestergazi
http://www.wikidata.org/entity/Q4442192,Andronik Stepovych
http://www.wikidata.org/entity/Q4667117,Aberjhani
http://www.wikidata.org/entity/Q4831900,Ayyappa Paniker
http://www.wikidata.org/entity/Q5321989,E. K. Brown
http://www.wikidata.org/entity/Q5703289,Helen Tiffin
http://www.wikidata.org/entity/Q6373081,Karol Wiktor Zawodziński
http://www.wikidata.org/entity/Q6522710,Lennard J. Davis
http://www.wikidata.org/entity/Q7293111,Ranjana Khanna
http://www.wikidata.org/entity/Q7399969,Saidiya Hartman
http://www.wikidata.org/entity/Q9288476,Henryk Markiewicz
http://www.wikidata.org/entity/Q12725495,Constantin Dimitrescu-Iași
http://www.wikidata.org/entity/Q15061752,Mitsou Ronat
http://www.wikidata.org/entity/Q16005833,Paulina Lebl-Albala
http://www.wikidata.org/entity/Q16013830,Dionyz Durisin
http://www.wikidata.org/entity/Q16043597,Ellen Mitchell
http://www.wikidata.org/entity/Q16107756,Jasmina Ahmetagić
http://www.wikidata.org/entity/Q16195578,David Hawkes
http://www.wikidata.org/entity/Q16637380,Frédéric Regard
http://www.wikidata.org/entity/Q17317979,Mihai Ralea
http://www.wikidata.org/entity/Q18526539,Arnold Charles Kettle
http://www.wikidata.org/entity/Q20525865,Vladimir Lončarević
http://www.wikidata.org/entity/Q20739740,Vasile Păun
http://www.wikidata.org/entity/Q28380273,Peter Carravetta
http://www.wikidata.org/entity/Q29893568,Sultana Wahnón
http://www.wikidata.org/entity/Q59806599,Edwin M. Duvall
http://www.wikidata.org/entity/Q88084322,Gyula Király
http://www.wikidata.org/entity/Q93433324,Richard Gaskin
http://www.wikidata.org/entity/Q106817919,Seán Burke
http://www.wikidata.org/entity/Q2054,Seneca
http://www.wikidata.org/entity/Q7724,August Strindberg
http://www.wikidata.org/entity/Q37767,T. S. Eliot
http://www.wikidata.org/entity/Q41568,Michel de Montaigne
http://www.wikidata.org/entity/Q60080,Wilhelm Dilthey
http://www.wikidata.org/entity/Q465252,Patricia Hill Collins
http://www.wikidata.org/entity/Q712469,Cornel West
http://www.wikidata.org/entity/Q3305117,Melissa Harris-Perry
http://www.wikidata.org/entity/Q5224125,Darnell L. Moore
http://www.wikidata.org/entity/Q5262976,Derrick Bell
http://www.wikidata.org/entity/Q5541754,George Lipsitz
http://www.wikidata.org/entity/Q6409990,Kimberlé Williams Crenshaw
http://www.wikidata.org/entity/Q7047010,Noel Ignatiev
http://www.wikidata.org/entity/Q7145651,Patricia J. Williams
http://www.wikidata.org/entity/Q7155096,Pauline Turner Strong
http://www.wikidata.org/entity/Q7160690,Peggy McIntosh
http://www.wikidata.org/entity/Q7782081,Theodore W. Allen
http://www.wikidata.org/entity/Q15053037,Kiarina Kordela
http://www.wikidata.org/entity/Q16217304,Kathryn Sophia Belle
http://www.wikidata.org/entity/Q16973024,Ian Haney-López
http://www.wikidata.org/entity/Q17012633,Elizabeth V. Spelman
http://www.wikidata.org/entity/Q21152477,Sunera Thobani
http://www.wikidata.org/entity/Q22915125,Yasmin Jiwani
http://www.wikidata.org/entity/Q24565110,A. Breeze Harper
http://www.wikidata.org/entity/Q28678025,Djamila Ribeiro
http://www.wikidata.org/entity/Q52004148,Claire Jean Kim
http://www.wikidata.org/entity/Q67173502,Camara Phyllis Jones
http://www.wikidata.org/entity/Q96019261,Cheryl Harris
http://www.wikidata.org/entity/Q76826,Max Horkheimer
http://www.wikidata.org/entity/Q89384,Walter Pohl
http://www.wikidata.org/entity/Q97232,Ruth Glass
http://www.wikidata.org/entity/Q107745,Gerhard Stapelfeldt
http://www.wikidata.org/entity/Q128126,Claude Lévi-Straus
http://www.wikidata.org/entity/Q129228,René Girard
http://www.wikidata.org/entity/Q152388,Theodor W. Adorno
http://www.wikidata.org/entity/Q153034,Emmanuel Levinas
http://www.wikidata.org/entity/Q156268,Pierre Bourdieu
http://www.wikidata.org/entity/Q160456,Angela Davis
http://www.wikidata.org/entity/Q160640,Raymond Aron
http://www.wikidata.org/entity/Q164797,Paulo Freire
http://www.wikidata.org/entity/Q169906,Jacques Lacan
http://www.wikidata.org/entity/Q183265,Wendy Brown
http://www.wikidata.org/entity/Q184750,Slavoj Žižek
http://www.wikidata.org/entity/Q187520,Charles Sanders Peirce
http://www.wikidata.org/entity/Q192066,Paul Ricœur
http://www.wikidata.org/entity/Q193257,Jean-François Lyotard
http://www.wikidata.org/entity/Q205927,Robert Nozick
http://www.wikidata.org/entity/Q215258,Richard Rorty
http://www.wikidata.org/entity/Q220856,Charles Bernard Renouvier
http://www.wikidata.org/entity/Q263235,Seyla Benhabib
http://www.wikidata.org/entity/Q267536,Nancy Fraser
http://www.wikidata.org/entity/Q278583,A. C. Grayling
http://www.wikidata.org/entity/Q292326,Teresa de Lauretis
http://www.wikidata.org/entity/Q309829,Ken Wilber
http://www.wikidata.org/entity/Q311687,Giorgio Agamben
http://www.wikidata.org/entity/Q311697,Pim Fortuyn
http://www.wikidata.org/entity/Q313852,Tzvetan Todorov
http://www.wikidata.org/entity/Q325741,Homi K. Bhabha
http://www.wikidata.org/entity/Q336921,"Mary Warnock, Baroness Warnock"
http://www.wikidata.org/entity/Q387807,Khen Lampert
http://www.wikidata.org/entity/Q426571,Kojin Karatani
http://www.wikidata.org/entity/Q440887,Laura Mulvey
http://www.wikidata.org/entity/Q441514,Martha Fineman
http://www.wikidata.org/entity/Q459310,Hamid Dabashi
http://www.wikidata.org/entity/Q503611,Andrew Arato
http://www.wikidata.org/entity/Q507014,Paul Virilio
http://www.wikidata.org/entity/Q538347,Giovanna Borradori
http://www.wikidata.org/entity/Q542508,Trinh T. Minh-ha
http://www.wikidata.org/entity/Q580695,Robert C. Solomon
http://www.wikidata.org/entity/Q830994,Gáspár Miklós Tamás
http://www.wikidata.org/entity/Q891708,Bolívar Echeverría
http://www.wikidata.org/entity/Q1261985,Mario Kopić
http://www.wikidata.org/entity/Q1285583,Ljubodrag Simonović
http://www.wikidata.org/entity/Q1432523,Anibal Quijano
http://www.wikidata.org/entity/Q1476404,Regina Becker-Schmidt
http://www.wikidata.org/entity/Q1479023,Michael J. Shapiro
http://www.wikidata.org/entity/Q1894365,Marcus Steinweg
http://www.wikidata.org/entity/Q1924889,Suzanne Lilar
http://www.wikidata.org/entity/Q2127389,Rahel Jaeggi
http://www.wikidata.org/entity/Q2264837,Stuart Sim
http://www.wikidata.org/entity/Q3084346,François Cusset
http://www.wikidata.org/entity/Q3086932,Fred Poché
http://www.wikidata.org/entity/Q3188000,Judith Lorber
http://www.wikidata.org/entity/Q3618880,Anton Milenin
http://www.wikidata.org/entity/Q4767020,Anna G. Jónasdóttir
http://www.wikidata.org/entity/Q4837807,Babette Babich
http://www.wikidata.org/entity/Q4961022,Brendan Myers
http://www.wikidata.org/entity/Q5301680,Douglas Kellner
http://www.wikidata.org/entity/Q5322146,"E. San Juan, Jr."
http://www.wikidata.org/entity/Q5402955,Ethan Kleinberg
http://www.wikidata.org/entity/Q5408270,Eugenio Donato
http://www.wikidata.org/entity/Q5516258,Gad Barzilai
http://www.wikidata.org/entity/Q5525733,Gary Peller
http://www.wikidata.org/entity/Q5981052,Ian Buchanan
http://www.wikidata.org/entity/Q6170964,Jean L. Cohen
http://www.wikidata.org/entity/Q6425637,Koert van Mensvoort
http://www.wikidata.org/entity/Q6551974,Linda Smircich
http://www.wikidata.org/entity/Q6755400,Marc Blanchard
http://www.wikidata.org/entity/Q6828615,Michael Betancourt
http://www.wikidata.org/entity/Q7025133,Nicholas Burbules
http://www.wikidata.org/entity/Q7036117,Nikolas Kompridis
http://www.wikidata.org/entity/Q7046836,Noel B. Salazar
http://www.wikidata.org/entity/Q7151541,Paul James
http://www.wikidata.org/entity/Q7152955,Paul Piccone
http://www.wikidata.org/entity/Q7323585,Richard A. Macksey
http://www.wikidata.org/entity/Q7498831,Shirley R. Steinberg
http://www.wikidata.org/entity/Q7504793,Shuji Imamoto
http://www.wikidata.org/entity/Q7609641,Stephen K. White
http://www.wikidata.org/entity/Q7609752,Stephen Lapthisophon
http://www.wikidata.org/entity/Q7786893,Thomas A. McCarthy
http://www.wikidata.org/entity/Q7922409,Veronica Forrest-Thomson
http://www.wikidata.org/entity/Q7964124,Walter A. Davis
http://www.wikidata.org/entity/Q7983434,Werner Krieglstein
http://www.wikidata.org/entity/Q8028896,Wlad Godzich
http://www.wikidata.org/entity/Q10326482,Mario Sergio Cortella
http://www.wikidata.org/entity/Q14948907,Claire Colebrook
http://www.wikidata.org/entity/Q15453800,Russell Berman
http://www.wikidata.org/entity/Q15499410,Jeremy J. Shapiro
http://www.wikidata.org/entity/Q15848990,Stefan Gandler
http://www.wikidata.org/entity/Q16194150,Gregg Lambert
http://www.wikidata.org/entity/Q16197276,Amy Allen
http://www.wikidata.org/entity/Q16728131,Tom Cohen
http://www.wikidata.org/entity/Q16728951,Ann Ferguson
http://www.wikidata.org/entity/Q17386258,Linda Rampell
http://www.wikidata.org/entity/Q18386613,Susan Best
http://www.wikidata.org/entity/Q18387068,Chela Sandoval
http://www.wikidata.org/entity/Q18388053,Dana L. Cloud
http://www.wikidata.org/entity/Q18688080,Adrian Johnston
http://www.wikidata.org/entity/Q20685134,James Phillips
http://www.wikidata.org/entity/Q20875953,Joanne Faulkner
http://www.wikidata.org/entity/Q24006336,Nick Srnicek
http://www.wikidata.org/entity/Q24196086,Ronald E. Day
http://www.wikidata.org/entity/Q28018695,Bonnie Zimmerman
http://www.wikidata.org/entity/Q28940963,George Yancy
http://www.wikidata.org/entity/Q39070591,Bruce Fink
http://www.wikidata.org/entity/Q42005080,David Gillborn
http://www.wikidata.org/entity/Q48687755,Primož Repar
http://www.wikidata.org/entity/Q53198433,Craig Hanks
http://www.wikidata.org/entity/Q56064322,Tressie McMillan Cottom
http://www.wikidata.org/entity/Q56600143,Judith Still
http://www.wikidata.org/entity/Q57585139,Nicholas H. Smith
http://www.wikidata.org/entity/Q59388111,Fabian Freyenhagen
http://www.wikidata.org/entity/Q73119329,Tiffany Willoughby-Herard
http://www.wikidata.org/entity/Q90723883,Isolde Standish
http://www.wikidata.org/entity/Q94273633,Joy James
http://www.wikidata.org/entity/Q104632602,Eva Haifa Giraud
http://www.wikidata.org/entity/Q104843575,Teresa N. Washington
http://www.wikidata.org/entity/Q106040051,Brian O'Connor
http://www.wikidata.org/entity/Q107575646,David M. Berry
http://www.wikidata.org/entity/Q7197,Simone de Beauvoir
http://www.wikidata.org/entity/Q9358,Friedrich Nietzsche
http://www.wikidata.org/entity/Q9364,Jean-Paul Sartre
http://www.wikidata.org/entity/Q28918,Luce Irigaray
http://www.wikidata.org/entity/Q38193,Arthur Schopenhauer
http://www.wikidata.org/entity/Q44272,Michel Foucault
http://www.wikidata.org/entity/Q60735,Axel Honneth
http://www.wikidata.org/entity/Q61078,Walter Benjamin
http://www.wikidata.org/entity/Q61628,Eugen Fink
http://www.wikidata.org/entity/Q62977,Walter Kaufmann
http://www.wikidata.org/entity/Q114007,Uta Gerhardt
http://www.wikidata.org/entity/Q135576,Alfred Radcliffe-Brown
http://www.wikidata.org/entity/Q144535,Herbert Spencer
http://www.wikidata.org/entity/Q184992,Bronisław Malinowski
http://www.wikidata.org/entity/Q312843,Robert K. Merton
http://www.wikidata.org/entity/Q57238,Niklas Luhmann
http://www.wikidata.org/entity/Q20712127,Christian List
http://www.wikidata.org/entity/Q467333,Elaine Showalter
http://www.wikidata.org/entity/Q6548193,Lillian Robinson
http://www.wikidata.org/entity/Q15500454,Lynne Hanley
http://www.wikidata.org/entity/Q16729748,Susan Hekman
http://www.wikidata.org/entity/Q24232706,Ellen Moers
http://www.wikidata.org/entity/Q59401,Jenny d'Héricourt
http://www.wikidata.org/entity/Q101638,Mary Wollstonecraft
http://www.wikidata.org/entity/Q159876,Julia Kristeva
http://www.wikidata.org/entity/Q231178,Gloria Steinem
http://www.wikidata.org/entity/Q234604,Betty Friedan
http://www.wikidata.org/entity/Q234964,Hélène Cixous
http://www.wikidata.org/entity/Q241398,Andrea Dworkin
http://www.wikidata.org/entity/Q255463,Camille Paglia
http://www.wikidata.org/entity/Q270800,Gaston Bachelard
http://www.wikidata.org/entity/Q463319,Audre Lorde
http://www.wikidata.org/entity/Q468956,Chantal Chawaf
http://www.wikidata.org/entity/Q1708398,Josephine Donovan
http://www.wikidata.org/entity/Q2662864,Rosi Braidotti
http://www.wikidata.org/entity/Q3051714,Elsa Dorlin
http://www.wikidata.org/entity/Q3108719,Griselda Pollock
http://www.wikidata.org/entity/Q5362883,Elizabeth Grosz
http://www.wikidata.org/entity/Q5607638,Greta Gaard
http://www.wikidata.org/entity/Q6303321,Judith C. Brown
http://www.wikidata.org/entity/Q6872244,Mira Schor
http://www.wikidata.org/entity/Q6962765,Nancy K. Miller
http://www.wikidata.org/entity/Q6964697,Naomi Schor
http://www.wikidata.org/entity/Q7190013,Pia de Solenni
http://www.wikidata.org/entity/Q7375410,Rozsika Parker
http://www.wikidata.org/entity/Q12960793,Žarana Papić
http://www.wikidata.org/entity/Q14946842,Rita Felski
http://www.wikidata.org/entity/Q15437208,Sara Ahmed
http://www.wikidata.org/entity/Q16202911,Roxane Gay
http://www.wikidata.org/entity/Q17511774,Tara Rodgers
http://www.wikidata.org/entity/Q19546794,Mary Garrard
http://www.wikidata.org/entity/Q19609771,Jan Boxill
http://www.wikidata.org/entity/Q28874277,Margarete Stokowski
http://www.wikidata.org/entity/Q28921553,Mary Susan McIntosh
http://www.wikidata.org/entity/Q29028404,Brenda Feigen
http://www.wikidata.org/entity/Q29056911,Despina Stratigakos
http://www.wikidata.org/entity/Q29447165,Audrey Wollen
http://www.wikidata.org/entity/Q41555686,Nirmal Puwar
http://www.wikidata.org/entity/Q43372090,Lydia Sklevicky
http://www.wikidata.org/entity/Q56433871,Claire Kahane
http://www.wikidata.org/entity/Q56697416,Lisa Adkins
http://www.wikidata.org/entity/Q59571709,Alison Phipps
http://www.wikidata.org/entity/Q64706980,Jenny Brown
http://www.wikidata.org/entity/Q71066344,Bonnie J. Morris
http://www.wikidata.org/entity/Q71610095,Frances Heidensohn
http://www.wikidata.org/entity/Q99202066,Pauline Harmange
http://www.wikidata.org/entity/Q101091938,Patti Duncan
http://www.wikidata.org/entity/Q105906162,Catherine Eschle
http://www.wikidata.org/entity/Q106631130,Anne Phillips
http://www.wikidata.org/entity/Q109332104,Alison Kafer
http://www.wikidata.org/entity/Q181590,George Greenwood
http://www.wikidata.org/entity/Q1661230,Richard C. Hoagland
http://www.wikidata.org/entity/Q4768577,Anne Macaulay
http://www.wikidata.org/entity/Q5478582,Frances Cress Welsing
http://www.wikidata.org/entity/Q6281882,Joseph C. Hart
http://www.wikidata.org/entity/Q42887033,Danney Williams
http://www.wikidata.org/entity/Q99541444,Basic fault theory
http://www.wikidata.org/entity/Q538549,John Addington Symonds
http://www.wikidata.org/entity/Q7356608,Roderick Ferguson
http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick
http://www.wikidata.org/entity/Q263201,Monique Wittig
http://www.wikidata.org/entity/Q330072,Patrick Califia
http://www.wikidata.org/entity/Q349945,Jonathan Ned Katz
http://www.wikidata.org/entity/Q351309,John D'Emilio
http://www.wikidata.org/entity/Q360259,Leo Bersani
http://www.wikidata.org/entity/Q433322,Jack Halberstam
http://www.wikidata.org/entity/Q438164,Samuel R. Delany
http://www.wikidata.org/entity/Q468609,Paul B. Preciado
http://www.wikidata.org/entity/Q546490,Riki Wilchins
http://www.wikidata.org/entity/Q546569,Annamarie Jagose
http://www.wikidata.org/entity/Q705633,David M. Halperin
http://www.wikidata.org/entity/Q1263313,Miodrag Kojadinović
http://www.wikidata.org/entity/Q1309970,Guy Hocquenghem
http://www.wikidata.org/entity/Q1703138,Jonathan David Katz
http://www.wikidata.org/entity/Q1926624,Tiina Rosenberg
http://www.wikidata.org/entity/Q1929737,Michael Warner
http://www.wikidata.org/entity/Q2940092,Carolyn Dinshaw
http://www.wikidata.org/entity/Q3109110,Gloria E. Anzaldúa
http://www.wikidata.org/entity/Q3510922,Don Kulick
http://www.wikidata.org/entity/Q3853889,Jonathan Dollimore
http://www.wikidata.org/entity/Q4897556,Beth Kelly
http://www.wikidata.org/entity/Q4908332,Bill Burgwinkle
http://www.wikidata.org/entity/Q5024515,Calvin Thomas
http://www.wikidata.org/entity/Q5203476,D. A. Miller
http://www.wikidata.org/entity/Q5239234,David Ross Fryer
http://www.wikidata.org/entity/Q5322089,E. Patrick Johnson
http://www.wikidata.org/entity/Q5363372,Elizabeth Povinelli
http://www.wikidata.org/entity/Q5528727,Gayatri Reddy
http://www.wikidata.org/entity/Q6292143,José Esteban Muñoz
http://www.wikidata.org/entity/Q6301133,Juan Vicente Aliaga
http://www.wikidata.org/entity/Q6432715,Kortney Ryan Ziegler
http://www.wikidata.org/entity/Q6513519,Lee Edelman
http://www.wikidata.org/entity/Q7273944,R. Raj Rao
http://www.wikidata.org/entity/Q7327840,Richard Miskolci
http://www.wikidata.org/entity/Q7349215,Robert Reid-Pharr
http://www.wikidata.org/entity/Q7493024,Sheila Cavanagh
http://www.wikidata.org/entity/Q7803420,Tim Dean
http://www.wikidata.org/entity/Q12237573,Lauren Berlant
http://www.wikidata.org/entity/Q14949231,Jasbir Puar
http://www.wikidata.org/entity/Q16731756,Patricia MacCormack
http://www.wikidata.org/entity/Q18348516,Harriet Malinowitz
http://www.wikidata.org/entity/Q18359278,Jennifer Doyle
http://www.wikidata.org/entity/Q22279304,Moya Bailey
http://www.wikidata.org/entity/Q23091499,Emily Drabinski
http://www.wikidata.org/entity/Q23416883,Kara Keeling
http://www.wikidata.org/entity/Q25427683,Vikram Kolmannskog
http://www.wikidata.org/entity/Q28078481,Juana María Rodríguez
http://www.wikidata.org/entity/Q29390046,Stella Nyanzi
http://www.wikidata.org/entity/Q30068176,Juliana Delgado Lopera
http://www.wikidata.org/entity/Q30570230,Ann Pellegrini
http://www.wikidata.org/entity/Q30572315,Janet Jakobsen
http://www.wikidata.org/entity/Q30917656,Emma Pérez
http://www.wikidata.org/entity/Q50329364,Tanya Erzen
http://www.wikidata.org/entity/Q52698732,Whitney Davis
http://www.wikidata.org/entity/Q58235915,Adrienne Shaw
http://www.wikidata.org/entity/Q84964588,Hans Turley
http://www.wikidata.org/entity/Q78600,Alexius Meinong
http://www.wikidata.org/entity/Q90003,Ernst Mally
http://www.wikidata.org/entity/Q381994,Kazimierz Twardowski
http://www.wikidata.org/entity/Q877276,Roderick Chisholm
http://www.wikidata.org/entity/Q1541962,Graham Priest
http://www.wikidata.org/entity/Q1593097,Héctor-Neri Castañeda
http://www.wikidata.org/entity/Q4355172,Edward N. Zalta
http://www.wikidata.org/entity/Q7329328,Richard Sylvan
http://www.wikidata.org/entity/Q7701986,Terence Parsons
http://www.wikidata.org/entity/Q8013315,William J. Rapaport
http://www.wikidata.org/entity/Q8079328,Øystein Linnebo
http://www.wikidata.org/entity/Q322311,Raniero Panzieri
http://www.wikidata.org/entity/Q706525,Mario Tronti
http://www.wikidata.org/entity/Q9061,Karl Marx
http://www.wikidata.org/entity/Q66217,August Thalheimer
http://www.wikidata.org/entity/Q73200,Elmar Altvater
http://www.wikidata.org/entity/Q75786,Eduard Bernstein
http://www.wikidata.org/entity/Q75823,Clara Zetkin
http://www.wikidata.org/entity/Q75886,Karl Liebknecht
http://www.wikidata.org/entity/Q76520,August Bebel
http://www.wikidata.org/entity/Q76586,Karl Kautsky
http://www.wikidata.org/entity/Q77175,Friedrich Pollock
http://www.wikidata.org/entity/Q78135,Hans Heinz Holz
http://www.wikidata.org/entity/Q78570,Otto Neurath
http://www.wikidata.org/entity/Q83003,Antonio Gramsci
http://www.wikidata.org/entity/Q84412,Wilhelm Reich
http://www.wikidata.org/entity/Q87209,Heinrich Cunow
http://www.wikidata.org/entity/Q88483,Fritz Sternberg
http://www.wikidata.org/entity/Q101988,Helmut Reichelt
http://www.wikidata.org/entity/Q104715,Johannes Agnoli
http://www.wikidata.org/entity/Q108889,Reinhard Opitz
http://www.wikidata.org/entity/Q109230,Luise Kähler
http://www.wikidata.org/entity/Q110703,Henry Pachter
http://www.wikidata.org/entity/Q111287,Hans-Georg Backhaus
http://www.wikidata.org/entity/Q116075,Yehoshua Yakhot
http://www.wikidata.org/entity/Q119719,Edwin Hoernle
http://www.wikidata.org/entity/Q122514,Michael Heinrich
http://www.wikidata.org/entity/Q128179,István Mészáros
http://www.wikidata.org/entity/Q153909,Milovan Đilas
http://www.wikidata.org/entity/Q158030,Cornelius Castoriadis
http://www.wikidata.org/entity/Q159648,Gianni Vattimo
http://www.wikidata.org/entity/Q160619,Roger Garaudy
http://www.wikidata.org/entity/Q165121,Ernest Mandel
http://www.wikidata.org/entity/Q179558,Alexandra Kollontai
http://www.wikidata.org/entity/Q182905,Georgi Plekhanov
http://www.wikidata.org/entity/Q184169,Louis Althusser
http://www.wikidata.org/entity/Q186709,Nikolai Bukharin
http://www.wikidata.org/entity/Q193670,Frantz Fanon
http://www.wikidata.org/entity/Q202155,Thomas Sankara
http://www.wikidata.org/entity/Q212639,Maurice Merleau-Ponty
http://www.wikidata.org/entity/Q213909,Alfred Sohn-Rethel
http://www.wikidata.org/entity/Q214397,Otto Kirchheimer
http://www.wikidata.org/entity/Q214953,Roman Rosdolsky
http://www.wikidata.org/entity/Q215955,Otto Rühle
http://www.wikidata.org/entity/Q235125,Ágnes Heller
http://www.wikidata.org/entity/Q236173,Chantal Mouffe
http://www.wikidata.org/entity/Q268003,Edvard Kardelj
http://www.wikidata.org/entity/Q287125,Nelson Peery
http://www.wikidata.org/entity/Q289333,Étienne Balibar
http://www.wikidata.org/entity/Q298789,Santiago Carrillo
http://www.wikidata.org/entity/Q305361,John Bellamy Foster
http://www.wikidata.org/entity/Q310158,Palmiro Togliatti
http://www.wikidata.org/entity/Q310341,Antonio Negri
http://www.wikidata.org/entity/Q313666,Georges Sorel
http://www.wikidata.org/entity/Q315349,Terry Eagleton
http://www.wikidata.org/entity/Q317152,Paul Lafargue
http://www.wikidata.org/entity/Q319196,China Miéville
http://www.wikidata.org/entity/Q325301,Hal Draper
http://www.wikidata.org/entity/Q325333,Harry Magdoff
http://www.wikidata.org/entity/Q326897,Pierre Macherey
http://www.wikidata.org/entity/Q329922,Robert Brenner
http://www.wikidata.org/entity/Q330267,Abraham Leon
http://www.wikidata.org/entity/Q335142,Alexander Bogdanov
http://www.wikidata.org/entity/Q335544,José Carlos Mariátegui
http://www.wikidata.org/entity/Q336904,David McNally
http://www.wikidata.org/entity/Q342730,Antonio Labriola
http://www.wikidata.org/entity/Q343055,David Harvey
http://www.wikidata.org/entity/Q344844,Milan Kangrga
http://www.wikidata.org/entity/Q347362,Fredric Jameson
http://www.wikidata.org/entity/Q347930,Antonie Pannekoek
http://www.wikidata.org/entity/Q350829,Adam Schaff
http://www.wikidata.org/entity/Q358494,Mao Dun
http://www.wikidata.org/entity/Q365193,Adolfo Sánchez Vázquez
http://www.wikidata.org/entity/Q373036,Claude Lefort
http://www.wikidata.org/entity/Q376066,Christine Delphy
http://www.wikidata.org/entity/Q432730,Daniel Bensaïd
http://www.wikidata.org/entity/Q434183,Ellen Meiksins Wood
http://www.wikidata.org/entity/Q438632,Raya Dunayevskaya
http://www.wikidata.org/entity/Q451743,Amadeo Bordiga
http://www.wikidata.org/entity/Q454802,Ernesto Laclau
http://www.wikidata.org/entity/Q456392,Perry Anderson
http://www.wikidata.org/entity/Q465156,Daniel Guérin
http://www.wikidata.org/entity/Q467470,Jacques Rancière
http://www.wikidata.org/entity/Q473518,Enrique Dussel
http://www.wikidata.org/entity/Q505296,Nikos Poulantzas
http://www.wikidata.org/entity/Q513448,Lucien Goldmann
http://www.wikidata.org/entity/Q526770,Ted Grant
http://www.wikidata.org/entity/Q533444,Meyer Schapiro
http://www.wikidata.org/entity/Q541458,Lucio Colletti
http://www.wikidata.org/entity/Q543319,Egon Bondy
http://www.wikidata.org/entity/Q550453,Tony Cliff
http://www.wikidata.org/entity/Q553987,Gerald Cohen
http://www.wikidata.org/entity/Q559795,Karel Kosik
http://www.wikidata.org/entity/Q566766,Rudi Supek
http://www.wikidata.org/entity/Q575948,John Holloway
http://www.wikidata.org/entity/Q597248,Silvia Federici
http://www.wikidata.org/entity/Q597991,David Riazanov
http://www.wikidata.org/entity/Q601482,Georges Politzer
http://www.wikidata.org/entity/Q620732,Alexander Tarasov
http://www.wikidata.org/entity/Q658357,Charles Bettelheim
http://www.wikidata.org/entity/Q679718,Michael Löwy
http://www.wikidata.org/entity/Q693328,Ludwik Krzywicki
http://www.wikidata.org/entity/Q704897,Alan Woods
http://www.wikidata.org/entity/Q707724,Costanzo Preve
http://www.wikidata.org/entity/Q710347,Stephen Gill
http://www.wikidata.org/entity/Q711004,Alex Callinicos
http://www.wikidata.org/entity/Q713790,Mansoor Hekmat
http://www.wikidata.org/entity/Q715127,Paul Sweezy
http://www.wikidata.org/entity/Q716776,Leo Huberman
http://www.wikidata.org/entity/Q720022,Ber Borochov
http://www.wikidata.org/entity/Q730190,Chris Harman
http://www.wikidata.org/entity/Q735391,Rick Turner
http://www.wikidata.org/entity/Q735492,Makoto Itoh
http://www.wikidata.org/entity/Q738715,Danko Grlić
http://www.wikidata.org/entity/Q741341,Vicente Lombardo Toledano
http://www.wikidata.org/entity/Q742412,György Márkus
http://www.wikidata.org/entity/Q747790,Paolo Virno
http://www.wikidata.org/entity/Q786572,Galvano Della Volpe
http://www.wikidata.org/entity/Q841874,Kuroda Kan'ichi
http://www.wikidata.org/entity/Q917974,Mikhail Lifshitz
http://www.wikidata.org/entity/Q918655,Michael Hardt
http://www.wikidata.org/entity/Q919427,Max Shachtman
http://www.wikidata.org/entity/Q928571,Erik Olin Wright
http://www.wikidata.org/entity/Q930788,Predrag Vranicki
http://www.wikidata.org/entity/Q931775,Daniel De Leon
http://www.wikidata.org/entity/Q933988,Eugen Varga
http://www.wikidata.org/entity/Q947456,Sidney Hook
http://www.wikidata.org/entity/Q948368,Richard Levins
http://www.wikidata.org/entity/Q967473,George Derwent Thomson
http://www.wikidata.org/entity/Q968139,Paul A. Baran
http://www.wikidata.org/entity/Q1044358,Zhou Yang
http://www.wikidata.org/entity/Q1088064,Franz Jakubowski
http://www.wikidata.org/entity/Q1127836,Constantin Dobrogeanu-Gherea
http://www.wikidata.org/entity/Q1181508,Debiprasad Chattopadhyaya
http://www.wikidata.org/entity/Q1187315,Isaak Illich Rubin
http://www.wikidata.org/entity/Q1225692,Ludovico Geymonat
http://www.wikidata.org/entity/Q1265394,Duncan Hallas
http://www.wikidata.org/entity/Q1290391,Gajo Petrović
http://www.wikidata.org/entity/Q1382977,Evald Ilyenkov
http://www.wikidata.org/entity/Q1388808,Valentin Voloshinov
http://www.wikidata.org/entity/Q1394376,Maximilien Rubel
http://www.wikidata.org/entity/Q1399773,Thomas Bottomore
http://www.wikidata.org/entity/Q1560806,Günter Mayer
http://www.wikidata.org/entity/Q1602194,Helga Hörz
http://www.wikidata.org/entity/Q1677912,J. Posadas
http://www.wikidata.org/entity/Q1711999,Julian Gumperz
http://www.wikidata.org/entity/Q1797633,Kozo Uno
http://www.wikidata.org/entity/Q1818693,Leo Panitch
http://www.wikidata.org/entity/Q1994903,Ernst Kolman
http://www.wikidata.org/entity/Q1999078,John Lewis
http://www.wikidata.org/entity/Q2032731,Jacques Camatte
http://www.wikidata.org/entity/Q2033010,Gilles Dauvé
http://www.wikidata.org/entity/Q2036385,Ralph Miliband
http://www.wikidata.org/entity/Q2040386,René Zavaleta Mercado
http://www.wikidata.org/entity/Q2062175,Peter McLaren
http://www.wikidata.org/entity/Q2149289,Richard D. Wolff
