item,itemLabel
http://www.wikidata.org/entity/Q2251061,Franco Berardi
http://www.wikidata.org/entity/Q2344574,Stephen Bronner
http://www.wikidata.org/entity/Q2378223,Rodney Arismendi
http://www.wikidata.org/entity/Q2427567,Thomas T. Sekine
http://www.wikidata.org/entity/Q2547521,Victor Alekseyevich Vaziulin
http://www.wikidata.org/entity/Q2576969,Manuel Sacristán
http://www.wikidata.org/entity/Q2618384,Tran Duc Thao
http://www.wikidata.org/entity/Q2645274,Alfred Klahr
http://www.wikidata.org/entity/Q2645956,William H. Hinton
http://www.wikidata.org/entity/Q2740925,Juan Carlos Portantiero
http://www.wikidata.org/entity/Q2831837,Alberto Toscano
http://www.wikidata.org/entity/Q2860997,Arghiri Emmanuel
http://www.wikidata.org/entity/Q2880838,Jorge Enea Spilimbergo
http://www.wikidata.org/entity/Q2918834,Eugene Kamenka
http://www.wikidata.org/entity/Q2993637,Boris Kagarlitsky
http://www.wikidata.org/entity/Q3154929,Isabelle Garo
http://www.wikidata.org/entity/Q3158282,Jacques Bidet
http://www.wikidata.org/entity/Q3184982,Joseph Gabel
http://www.wikidata.org/entity/Q3265717,Lucien Sebag
http://www.wikidata.org/entity/Q3265723,Lucien Sève
http://www.wikidata.org/entity/Q3289162,Marcel Liebman
http://www.wikidata.org/entity/Q3309295,Michel Clouscard
http://www.wikidata.org/entity/Q3310673,George Novack
http://www.wikidata.org/entity/Q3312100,Marshall Berman
http://www.wikidata.org/entity/Q3341943,Nina Power
http://www.wikidata.org/entity/Q3378455,Raphael Samuel
http://www.wikidata.org/entity/Q3482377,Jonathan Wolff
http://www.wikidata.org/entity/Q4160071,Selma James
http://www.wikidata.org/entity/Q4227535,Paul Cockshott
http://www.wikidata.org/entity/Q4296631,Mark Mitin
http://www.wikidata.org/entity/Q4330851,Mikhail Ovsyannikov
http://www.wikidata.org/entity/Q4678802,Adam Buick
http://www.wikidata.org/entity/Q4757636,Andrew Kliman
http://www.wikidata.org/entity/Q4760443,Andy Blunden
http://www.wikidata.org/entity/Q4832951,Bijan Jazani
http://www.wikidata.org/entity/Q4841140,Badruddin Umar
http://www.wikidata.org/entity/Q4910039,Bill Martin
http://www.wikidata.org/entity/Q4953061,Božidar Debenjak
http://www.wikidata.org/entity/Q4962113,Brett Clark
http://www.wikidata.org/entity/Q5262431,Derek Wall
http://www.wikidata.org/entity/Q5337277,Edgar Hardcastle
http://www.wikidata.org/entity/Q5495995,Fred Newman
http://www.wikidata.org/entity/Q5511260,Fyodor Khaskhachikh
http://www.wikidata.org/entity/Q5538761,George E. McCarthy
http://www.wikidata.org/entity/Q5549253,Gerald Horne
http://www.wikidata.org/entity/Q5584164,Gopal Balakrishnan
http://www.wikidata.org/entity/Q5605480,Greg Dawes
http://www.wikidata.org/entity/Q5609788,Harry Cleaver
http://www.wikidata.org/entity/Q5703734,Helena Sheehan
http://www.wikidata.org/entity/Q5763005,Hillel Ticktin
http://www.wikidata.org/entity/Q5807009,Paul Hirst
http://www.wikidata.org/entity/Q6110997,Jack Amariglio
http://www.wikidata.org/entity/Q6219620,John Asimakopoulos
http://www.wikidata.org/entity/Q6315193,Harry Haywood
http://www.wikidata.org/entity/Q6323300,K. Damodaran
http://www.wikidata.org/entity/Q6831873,Michael Kidron
http://www.wikidata.org/entity/Q7025435,Nicholas Garnham
http://www.wikidata.org/entity/Q7032398,Nigel Gibson
http://www.wikidata.org/entity/Q7052261,Norman Geras
http://www.wikidata.org/entity/Q7087533,Oliver Feltham
http://www.wikidata.org/entity/Q7152277,Paul Mattick Jr.
http://www.wikidata.org/entity/Q7287412,Ralph Dumain
http://www.wikidata.org/entity/Q7327324,Richard Lehun
http://www.wikidata.org/entity/Q7328814,Richard S. Fraser
http://www.wikidata.org/entity/Q7328973,Richard Seymour
http://www.wikidata.org/entity/Q7349408,Robert Rowthorn
http://www.wikidata.org/entity/Q7352590,Robin Kelley
http://www.wikidata.org/entity/Q7610351,Stephen Resnick
http://www.wikidata.org/entity/Q7703393,Terrell Carver
http://www.wikidata.org/entity/Q7967604,Wang Ruoshui
http://www.wikidata.org/entity/Q7970394,Warren Montag
http://www.wikidata.org/entity/Q8319203,André Tosel
http://www.wikidata.org/entity/Q11170221,Erwin Marquit
http://www.wikidata.org/entity/Q11309763,Justin Rosenberg
http://www.wikidata.org/entity/Q11447142,Girō Seno’o
http://www.wikidata.org/entity/Q15435629,Srećko Horvat
http://www.wikidata.org/entity/Q15830898,Gerson Trier
http://www.wikidata.org/entity/Q16006842,Howard Selsam
http://www.wikidata.org/entity/Q16059536,Sergei Suvorov
http://www.wikidata.org/entity/Q16142490,Ian Angus
http://www.wikidata.org/entity/Q16272425,Vasily Anisimoff
http://www.wikidata.org/entity/Q17000325,Valentin Feldman
http://www.wikidata.org/entity/Q18208547,Zhang Shiying
http://www.wikidata.org/entity/Q18540734,Traian Herseni
http://www.wikidata.org/entity/Q20675494,Ronald H. Chilcote
http://www.wikidata.org/entity/Q21027280,Natalia Magnat
http://www.wikidata.org/entity/Q21104139,Ramkrishna Bhattacharya
http://www.wikidata.org/entity/Q21526412,Kevin B. Anderson
http://www.wikidata.org/entity/Q24005452,Simon Clarke
http://www.wikidata.org/entity/Q24565881,Azfar Hussain
http://www.wikidata.org/entity/Q28358861,Jakov Berman
http://www.wikidata.org/entity/Q33977818,Tithi Bhattacharya
http://www.wikidata.org/entity/Q43260408,Kalekuri Prasad
http://www.wikidata.org/entity/Q62976489,Peter Manley Scott
http://www.wikidata.org/entity/Q85754963,Cyril Smith
http://www.wikidata.org/entity/Q1394,Vladimir Lenin
http://www.wikidata.org/entity/Q5809,Che Guevara
http://www.wikidata.org/entity/Q7231,Rosa Luxemburg
http://www.wikidata.org/entity/Q11730,Otto Bauer
http://www.wikidata.org/entity/Q33391,Leon Trotsky
http://www.wikidata.org/entity/Q38757,Bertolt Brecht
http://www.wikidata.org/entity/Q40688,Yanis Varoufakis
http://www.wikidata.org/entity/Q57085,Erich Fromm
http://www.wikidata.org/entity/Q57240,Ernst Bloch
http://www.wikidata.org/entity/Q57552,Alexander Parvus
http://www.wikidata.org/entity/Q57848,Rudolf Hilferding
http://www.wikidata.org/entity/Q58040,Andre Gunder Frank
http://www.wikidata.org/entity/Q60030,Herbert Marcuse
http://www.wikidata.org/entity/Q60208,Karl Korsch
http://www.wikidata.org/entity/Q60972,Joseph Dietzgen
http://www.wikidata.org/entity/Q61411,Paul Mattick
http://www.wikidata.org/entity/Q62239,Oskar Negt
http://www.wikidata.org/entity/Q63551,Henryk Grossman
http://www.wikidata.org/entity/Q5238255,David Orrell
http://www.wikidata.org/entity/Q6832264,Michael Lissack
http://www.wikidata.org/entity/Q16107016,David A. Lane
http://www.wikidata.org/entity/Q153232,Jean le Rond d'Alembert
http://www.wikidata.org/entity/Q156193,Pierre Boulez
http://www.wikidata.org/entity/Q180026,Petrus de Cruce
http://www.wikidata.org/entity/Q188663,Marin Mersenne
http://www.wikidata.org/entity/Q259121,Théodore Dubois
http://www.wikidata.org/entity/Q275002,Émile Chevé
http://www.wikidata.org/entity/Q275060,Émile Durand
http://www.wikidata.org/entity/Q289847,Étienne Loulié
http://www.wikidata.org/entity/Q311387,Anton Reicha
http://www.wikidata.org/entity/Q311766,Philippe de Vitry
http://www.wikidata.org/entity/Q313584,Vincent d'Indy
http://www.wikidata.org/entity/Q315744,Pierre Schaeffer
http://www.wikidata.org/entity/Q322867,Honoré Langlé
http://www.wikidata.org/entity/Q326158,Guillaume Costeley
http://www.wikidata.org/entity/Q385092,Salomon de Caus
http://www.wikidata.org/entity/Q493014,Louis Bourgeois
http://www.wikidata.org/entity/Q507110,Jean-Claude Éloy
http://www.wikidata.org/entity/Q518773,André Gedalge
http://www.wikidata.org/entity/Q522323,André Pirro
http://www.wikidata.org/entity/Q583004,Camille Durutte
http://www.wikidata.org/entity/Q661501,Charles-Simon Catel
http://www.wikidata.org/entity/Q676595,René Ouvrard
http://www.wikidata.org/entity/Q706096,Victor Dourlen
http://www.wikidata.org/entity/Q713901,Johannes de Garlandia
http://www.wikidata.org/entity/Q716279,Guillaume-Gabriel Nivers
http://www.wikidata.org/entity/Q726157,Jean Rousseau
http://www.wikidata.org/entity/Q766115,Auguste Barbereau
http://www.wikidata.org/entity/Q983400,Johannes de Muris
http://www.wikidata.org/entity/Q1026865,Sébastien de Brossard
http://www.wikidata.org/entity/Q1063402,Charles Henri de Blainville
http://www.wikidata.org/entity/Q1086362,Christophe Looten
http://www.wikidata.org/entity/Q1338046,Johannes de Grocheio
http://www.wikidata.org/entity/Q1356212,Napoléon Henri Reber
http://www.wikidata.org/entity/Q1356811,Joseph Sauveur
http://www.wikidata.org/entity/Q1392901,Alexandre-Étienne Choron
http://www.wikidata.org/entity/Q2085980,Philibert Jambe de Fer
http://www.wikidata.org/entity/Q2570619,Georges Caussade
http://www.wikidata.org/entity/Q2872066,Aurelian of Réôme
http://www.wikidata.org/entity/Q2899715,Bénigne de Bacilly
http://www.wikidata.org/entity/Q3168615,Jean-Paul C. Montagnier
http://www.wikidata.org/entity/Q3310534,Michel Paul Guy de Chabanon
http://www.wikidata.org/entity/Q7169637,Perrine
http://www.wikidata.org/entity/Q22210332,Antoine de Cousu
http://www.wikidata.org/entity/Q1145,Jean-Philippe Rameau
http://www.wikidata.org/entity/Q9191,René Descartes
http://www.wikidata.org/entity/Q174359,Sylvère Lotringer
http://www.wikidata.org/entity/Q324944,Philippe Sollers
http://www.wikidata.org/entity/Q384688,Christine Buci-Glucksmann
http://www.wikidata.org/entity/Q727045,Michael Joyce
http://www.wikidata.org/entity/Q836229,Ihab Hassan
http://www.wikidata.org/entity/Q935663,Mario Perniola
http://www.wikidata.org/entity/Q938063,Rein Raud
http://www.wikidata.org/entity/Q955028,George Landow
http://www.wikidata.org/entity/Q2147434,Won-il Rhee
http://www.wikidata.org/entity/Q3082774,Frank Popper
http://www.wikidata.org/entity/Q3445740,Roy Ascott
http://www.wikidata.org/entity/Q3696463,Craig Owens
http://www.wikidata.org/entity/Q4172152,Thierry de Duve
http://www.wikidata.org/entity/Q4912866,Billy Klüver
http://www.wikidata.org/entity/Q6130404,James Brusseau
http://www.wikidata.org/entity/Q6183282,Rolf Solli
http://www.wikidata.org/entity/Q6261769,John Van Maanen
http://www.wikidata.org/entity/Q6885337,Miško Šuvaković
http://www.wikidata.org/entity/Q6900199,Monika Kostera
http://www.wikidata.org/entity/Q15130907,Richard Rottenburg
http://www.wikidata.org/entity/Q214969,Willard Van Orman Quine
http://www.wikidata.org/entity/Q202077,Harry Thuku
http://www.wikidata.org/entity/Q329287,Octave Mannoni
http://www.wikidata.org/entity/Q340234,Achille Mbembe
http://www.wikidata.org/entity/Q469565,Sandra Harding
http://www.wikidata.org/entity/Q733225,Albert Memmi
http://www.wikidata.org/entity/Q1086920,Chandra Talpade Mohanty
http://www.wikidata.org/entity/Q1553654,Guido Rings
http://www.wikidata.org/entity/Q1686584,Yehouda Shenhav
http://www.wikidata.org/entity/Q2318553,Tjalie Robinson
http://www.wikidata.org/entity/Q2335595,Partha Chatterjee
http://www.wikidata.org/entity/Q3505937,Suzanne Césaire
http://www.wikidata.org/entity/Q3617679,Anna Camaiti Hostert
http://www.wikidata.org/entity/Q4166602,Hisham Sharabi
http://www.wikidata.org/entity/Q5316704,Duro Ladipo
http://www.wikidata.org/entity/Q5625451,Leela Gandhi
http://www.wikidata.org/entity/Q6175232,Jeff Wassmann
http://www.wikidata.org/entity/Q6712280,M.T. Mehdi
http://www.wikidata.org/entity/Q6783828,Masood Ashraf Raja
http://www.wikidata.org/entity/Q6895686,Molara Ogundipe
http://www.wikidata.org/entity/Q7427424,Saumya Balsari
http://www.wikidata.org/entity/Q7673074,Tabish Khair
http://www.wikidata.org/entity/Q15433082,Rey Chow
http://www.wikidata.org/entity/Q16150317,Warwick Anderson
http://www.wikidata.org/entity/Q17274457,Vivek Chibber
http://www.wikidata.org/entity/Q19588655,Charlotte Haslund-Christensen
http://www.wikidata.org/entity/Q19668694,Oruno Lara
http://www.wikidata.org/entity/Q21152487,Sherene Razack
http://www.wikidata.org/entity/Q56366140,Mikhail M. Diakonoff
http://www.wikidata.org/entity/Q90724532,Wai-Ching Angela Wong
http://www.wikidata.org/entity/Q66929,Friedrich Wilhelm von Erdmannsdorff
http://www.wikidata.org/entity/Q67316,Oswald Mathias Ungers
http://www.wikidata.org/entity/Q75949,Adolf Behne
http://www.wikidata.org/entity/Q76729,Bruno Taut
http://www.wikidata.org/entity/Q77422,Heinrich Hübsch
http://www.wikidata.org/entity/Q98689,Karl Ludwig Wilhelm Zanth
http://www.wikidata.org/entity/Q99416,Diébédo Francis Kéré
http://www.wikidata.org/entity/Q111198,Friedrich August Krubsacius
http://www.wikidata.org/entity/Q113775,Frederick John Kiesler
http://www.wikidata.org/entity/Q120504,Markus Breitschmid
http://www.wikidata.org/entity/Q177692,Andrea Palladio
http://www.wikidata.org/entity/Q179126,John Ruskin
http://www.wikidata.org/entity/Q182046,Leon Battista Alberti
http://www.wikidata.org/entity/Q212312,Robert Venturi
http://www.wikidata.org/entity/Q220944,Moshe Safdie
http://www.wikidata.org/entity/Q232364,Rem Koolhaas
http://www.wikidata.org/entity/Q289220,Étienne-Louis Boullée
http://www.wikidata.org/entity/Q314147,Wendel Dietterlin
http://www.wikidata.org/entity/Q317164,Peter Eisenman
http://www.wikidata.org/entity/Q322953,Aldo Rossi
http://www.wikidata.org/entity/Q354634,Charles Jencks
http://www.wikidata.org/entity/Q371890,Philippe de La Hire
http://www.wikidata.org/entity/Q380150,Marco Casagrande
http://www.wikidata.org/entity/Q430136,Jacques-François Blondel
http://www.wikidata.org/entity/Q432786,Jean-Baptiste Rondelet
http://www.wikidata.org/entity/Q447351,Paolo Soleri
http://www.wikidata.org/entity/Q449961,Filarete
http://www.wikidata.org/entity/Q455076,Christopher Alexander
http://www.wikidata.org/entity/Q457718,Denise Scott Brown
http://www.wikidata.org/entity/Q469888,Lewis Mumford
http://www.wikidata.org/entity/Q519044,Quatremère de Quincy
http://www.wikidata.org/entity/Q542741,Yona Friedman
http://www.wikidata.org/entity/Q601642,Carlo Lodoli
http://www.wikidata.org/entity/Q647075,Reyner Banham
http://www.wikidata.org/entity/Q835890,Yu Hao
http://www.wikidata.org/entity/Q1225014,James Fergusson
http://www.wikidata.org/entity/Q1232457,Dmitri Bruns
http://www.wikidata.org/entity/Q1681182,James Thomson
http://www.wikidata.org/entity/Q1699460,Jorge Glusberg
http://www.wikidata.org/entity/Q1707389,Manuel Herz
http://www.wikidata.org/entity/Q1711547,Juhani Pallasmaa
http://www.wikidata.org/entity/Q1859204,William Pereira
http://www.wikidata.org/entity/Q1873368,Lucien Bechmann
http://www.wikidata.org/entity/Q2145216,Wiel Arets
http://www.wikidata.org/entity/Q2471129,Joseph Rykwert
http://www.wikidata.org/entity/Q2528904,Vittorio Magnago Lampugnani
http://www.wikidata.org/entity/Q2634816,Christian Norberg-Schulz
http://www.wikidata.org/entity/Q2854824,Wim Cuyvers
http://www.wikidata.org/entity/Q2939658,Carmine Benincasa
http://www.wikidata.org/entity/Q3189515,Julien Guadet
http://www.wikidata.org/entity/Q3209335,Kari Jormakka
http://www.wikidata.org/entity/Q3473438,Sarah Whiting
http://www.wikidata.org/entity/Q3846963,Han Pao-teh
http://www.wikidata.org/entity/Q3939603,Rocco Sinisgalli
http://www.wikidata.org/entity/Q4350860,Alberto Pérez-Gómez
http://www.wikidata.org/entity/Q4817956,Mark Wigley
http://www.wikidata.org/entity/Q5128959,Claude McKinney
http://www.wikidata.org/entity/Q5210973,Dalibor Vesely
http://www.wikidata.org/entity/Q5761518,Hilde Heynen
http://www.wikidata.org/entity/Q6169471,Jean-Louis de Cordemoy
http://www.wikidata.org/entity/Q6174256,Jeff Kipnis
http://www.wikidata.org/entity/Q6199197,Jimenez Lai
http://www.wikidata.org/entity/Q6768249,Mark Jarzombek
http://www.wikidata.org/entity/Q6894427,Mohsen Mostafavi
http://www.wikidata.org/entity/Q7151911,Paul Laffoley
http://www.wikidata.org/entity/Q7349917,Robert Somol
http://www.wikidata.org/entity/Q7350286,Robert Tavernor
http://www.wikidata.org/entity/Q7417637,Sanford Kwinter
http://www.wikidata.org/entity/Q7597528,Stan Allen
http://www.wikidata.org/entity/Q7648723,Susannah Hagan
http://www.wikidata.org/entity/Q8017900,William S.W. Lim
http://www.wikidata.org/entity/Q11627824,Uzō Nishiyama
http://www.wikidata.org/entity/Q12019373,Henry Kulka
http://www.wikidata.org/entity/Q12374125,Robert Geddes
http://www.wikidata.org/entity/Q14613492,Hossein Sadri
http://www.wikidata.org/entity/Q16222187,Cruz Garcia
http://www.wikidata.org/entity/Q16731329,David Leatherbarrow
http://www.wikidata.org/entity/Q16774771,Giovanni Antonio Rusconi
http://www.wikidata.org/entity/Q16885513,Martin Felsen
http://www.wikidata.org/entity/Q17008075,Leslie Kanes Weisman
http://www.wikidata.org/entity/Q18113964,Joseph di Pasquale
http://www.wikidata.org/entity/Q19667136,Peggy Deamer
http://www.wikidata.org/entity/Q19753874,Geoffrey Broadbent
http://www.wikidata.org/entity/Q20853425,Mark Wilson Jones
http://www.wikidata.org/entity/Q21173923,Karen Burns
http://www.wikidata.org/entity/Q21810738,Mark Foster Gage
http://www.wikidata.org/entity/Q22121249,Naomi Stead
http://www.wikidata.org/entity/Q22236790,Christophe Van Gerrewey
http://www.wikidata.org/entity/Q22983938,Thomas L. Schumacher
http://www.wikidata.org/entity/Q23707241,Inés Moisset
http://www.wikidata.org/entity/Q28967691,Richard Plunz
http://www.wikidata.org/entity/Q29275951,Robby Cantarutti
http://www.wikidata.org/entity/Q39923242,Nicholas de Monchaux
http://www.wikidata.org/entity/Q48814074,Aarati Kanekar
http://www.wikidata.org/entity/Q62006817,Bernd Grimm
http://www.wikidata.org/entity/Q77463797,Pia Ednie-Brown
http://www.wikidata.org/entity/Q84369724,Ana Miljacki
http://www.wikidata.org/entity/Q106367208,Branko Mitrovic
http://www.wikidata.org/entity/Q109502371,Mary McLeod
http://www.wikidata.org/entity/Q4724,Le Corbusier
http://www.wikidata.org/entity/Q5604,Frank Lloyd Wright
http://www.wikidata.org/entity/Q44323,Adolf Loos
http://www.wikidata.org/entity/Q47163,Vitruvius
http://www.wikidata.org/entity/Q61342,Gottfried Semper
http://www.wikidata.org/entity/Q62322,Otto Bartning
http://www.wikidata.org/entity/Q62351,August Endell
http://www.wikidata.org/entity/Q86109,Otto Schreier
http://www.wikidata.org/entity/Q93136,Jean-Paul Delahaye
http://www.wikidata.org/entity/Q268961,John Horton Conway
http://www.wikidata.org/entity/Q440426,Willem Abraham Wythoff
http://www.wikidata.org/entity/Q541206,Aviezri Fraenkel
http://www.wikidata.org/entity/Q1065329,Charles L. Bouton
http://www.wikidata.org/entity/Q1174507,David Gale
http://www.wikidata.org/entity/Q1356792,Richard K. Guy
http://www.wikidata.org/entity/Q3897737,Patrick Grundy
http://www.wikidata.org/entity/Q4963178,Brian Bowditch
http://www.wikidata.org/entity/Q6830854,Michael H. Albert
http://www.wikidata.org/entity/Q15576486,Lee Sallows
http://www.wikidata.org/entity/Q19934264,David Anthony Klarner
http://www.wikidata.org/entity/Q56855523,David Wolfe
http://www.wikidata.org/entity/Q68490,Hermann of Reichenau
http://www.wikidata.org/entity/Q70417,Jakob Adlung
http://www.wikidata.org/entity/Q70857,Georg Michael Telemann
http://www.wikidata.org/entity/Q71067,Sebald Heyden
http://www.wikidata.org/entity/Q71726,Rudolf Westphal
http://www.wikidata.org/entity/Q72019,Carl Friedrich Weitzmann
http://www.wikidata.org/entity/Q73479,Arthur von Oettingen
http://www.wikidata.org/entity/Q74752,Cyrill Kistler
http://www.wikidata.org/entity/Q75854,Georg Philipp Telemann
http://www.wikidata.org/entity/Q76428,Carl Philipp Emanuel Bach
http://www.wikidata.org/entity/Q76588,Martin Agricola
http://www.wikidata.org/entity/Q76738,Athanasius Kircher
http://www.wikidata.org/entity/Q77212,Johann Joachim Quantz
http://www.wikidata.org/entity/Q85936,Johann Christoph Kellner
http://www.wikidata.org/entity/Q88592,Georg Andreas Sorge
http://www.wikidata.org/entity/Q90473,Henricus Grammateus
http://www.wikidata.org/entity/Q90965,Winfried Zillig
http://www.wikidata.org/entity/Q95638,Georg Rhau
http://www.wikidata.org/entity/Q95700,Johannes Lippius
http://www.wikidata.org/entity/Q95729,William of Hirsau
http://www.wikidata.org/entity/Q98630,Johann Amadeus Wendt
http://www.wikidata.org/entity/Q100156,Gertrud Grunow
http://www.wikidata.org/entity/Q103357,Friedrich Erhard Niedt
http://www.wikidata.org/entity/Q108278,Michael Praetorius
http://www.wikidata.org/entity/Q108558,Martin Brauß
http://www.wikidata.org/entity/Q116036,Johann Georg Sulzer
http://www.wikidata.org/entity/Q156280,Leopold Mozart
http://www.wikidata.org/entity/Q157359,Johann Kuhnau
http://www.wikidata.org/entity/Q158097,Johann Crüger
http://www.wikidata.org/entity/Q170333,Johann Mattheson
http://www.wikidata.org/entity/Q175536,Martin Blumner
http://www.wikidata.org/entity/Q213539,Hugo Riemann
http://www.wikidata.org/entity/Q215333,Carl Czerny
http://www.wikidata.org/entity/Q215604,Gottfried Weber
http://www.wikidata.org/entity/Q216090,Daniel Gottlob Türk
http://www.wikidata.org/entity/Q311528,Adam of Fulda
http://www.wikidata.org/entity/Q318065,Johann Bernhard Logier
http://www.wikidata.org/entity/Q322838,Adam Gumpeltzhaimer
http://www.wikidata.org/entity/Q323113,Franz Xaver Murschhauser
http://www.wikidata.org/entity/Q323731,Johann Andreas Herbst
http://www.wikidata.org/entity/Q324064,Heinrich Bellermann
http://www.wikidata.org/entity/Q324696,Gallus Dressler
http://www.wikidata.org/entity/Q359148,Joachim Burmeister
http://www.wikidata.org/entity/Q360945,Adolf Bernhard Marx
http://www.wikidata.org/entity/Q371825,Johann Christoph Pepusch
http://www.wikidata.org/entity/Q394546,Agnes Hundoegger
http://www.wikidata.org/entity/Q426208,Johann Michael Bach III
http://www.wikidata.org/entity/Q454743,Johann Heinrich Alsted
http://www.wikidata.org/entity/Q455874,Regino of Prüm
http://www.wikidata.org/entity/Q458981,Berno of Reichenau
http://www.wikidata.org/entity/Q473515,Hermann Finck
http://www.wikidata.org/entity/Q477230,Johann Christian Lobe
http://www.wikidata.org/entity/Q481456,Heinrich Faber
http://www.wikidata.org/entity/Q497554,Christoph Demantius
http://www.wikidata.org/entity/Q505543,Johann Kirnberger
http://www.wikidata.org/entity/Q506627,Johann David Heinichen
http://www.wikidata.org/entity/Q523499,Johann Georg Ahle
http://www.wikidata.org/entity/Q524156,Christoph Bernhard
http://www.wikidata.org/entity/Q539915,Daniel Speer
http://www.wikidata.org/entity/Q546961,Johannes Galliculus
http://www.wikidata.org/entity/Q547227,Salomon Jadassohn
http://www.wikidata.org/entity/Q548897,Friedrich Wilhelm Marpurg
http://www.wikidata.org/entity/Q551943,Johann Heinrich Buttstett
http://www.wikidata.org/entity/Q555485,Stephan Krehl
http://www.wikidata.org/entity/Q673977,Notker Labeo
http://www.wikidata.org/entity/Q702158,Ludwig Thuille
http://www.wikidata.org/entity/Q706221,Johann Abraham Peter Schulz
http://www.wikidata.org/entity/Q708557,Georg Joseph Vogler
http://www.wikidata.org/entity/Q825158,Bernhard Haas
http://www.wikidata.org/entity/Q826214,Bernhard Ziehn
http://www.wikidata.org/entity/Q882109,Justin Heinrich Knecht
http://www.wikidata.org/entity/Q1081031,Christian Martin Schmidt
http://www.wikidata.org/entity/Q1174956,David Kellner
http://www.wikidata.org/entity/Q1223232,Diether de la Motte
http://www.wikidata.org/entity/Q1281499,Eckehard Kiem
http://www.wikidata.org/entity/Q1383390,Franco of Cologne
http://www.wikidata.org/entity/Q1386259,Martin Stephani
http://www.wikidata.org/entity/Q1387558,Girolamo Diruta
http://www.wikidata.org/entity/Q1421667,Reinhard Febel
http://www.wikidata.org/entity/Q1522980,Gottfried Keller
http://www.wikidata.org/entity/Q1554348,Ludwig Holtmeier
http://www.wikidata.org/entity/Q1592232,Rudolf Louis
http://www.wikidata.org/entity/Q1693632,Johann Friedrich Naue
http://www.wikidata.org/entity/Q1697869,Johannes Korndörfer
http://www.wikidata.org/entity/Q1698035,Johannes Menke
http://www.wikidata.org/entity/Q2062209,Paul Schenk
http://www.wikidata.org/entity/Q2140172,Reiko Füting
http://www.wikidata.org/entity/Q4328208,Johannes Nucius
http://www.wikidata.org/entity/Q4531764,Gustav Edward Engel
http://www.wikidata.org/entity/Q4723079,Alfred Lorenz
http://www.wikidata.org/entity/Q5162533,Conrad Henfling
http://www.wikidata.org/entity/Q5503913,Friedrich Suppig
http://www.wikidata.org/entity/Q15110929,Wilhelm Klatte
http://www.wikidata.org/entity/Q15438322,Peter Förtig
http://www.wikidata.org/entity/Q15895187,Hermann Wunsch
http://www.wikidata.org/entity/Q16932746,Rutgerus Sycamber
http://www.wikidata.org/entity/Q23411419,Gesine Schröder
http://www.wikidata.org/entity/Q24394917,Bruno Stäblein
http://www.wikidata.org/entity/Q79103761,Holger Peter Sandhofe
http://www.wikidata.org/entity/Q8963,Johannes Kepler
http://www.wikidata.org/entity/Q57497,Carl Stumpf
http://www.wikidata.org/entity/Q57922,Johann Nikolaus Forkel
http://www.wikidata.org/entity/Q60059,Albertus Magnus
http://www.wikidata.org/entity/Q60908,Moritz Hauptmann
http://www.wikidata.org/entity/Q60965,Johann Friedrich Agricola
http://www.wikidata.org/entity/Q61162,Andreas Werckmeister
http://www.wikidata.org/entity/Q61275,Hermann Abert
http://www.wikidata.org/entity/Q61716,Johann Gottfried Walther
http://www.wikidata.org/entity/Q62376,Siegfried Wilhelm Dehn
http://www.wikidata.org/entity/Q64344,Johann Cochlaeus
http://www.wikidata.org/entity/Q64426,Ernst Richter
http://www.wikidata.org/entity/Q65210,Lorenz Christoph Mizler
http://www.wikidata.org/entity/Q65356,Sethus Calvisius
http://www.wikidata.org/entity/Q192238,Guido of Arezzo
http://www.wikidata.org/entity/Q358235,Walter Odington
http://www.wikidata.org/entity/Q378148,Johannes Ciconia
http://www.wikidata.org/entity/Q599071,Johannes Cotto
http://www.wikidata.org/entity/Q725859,Herman of Carinthia
http://www.wikidata.org/entity/Q1004128,Frutolf of Michelsberg
http://www.wikidata.org/entity/Q1089729,James of Hesbaye
http://www.wikidata.org/entity/Q2524260,Lorenzo da Firenze
http://www.wikidata.org/entity/Q3720414,Egidius de Francia
http://www.wikidata.org/entity/Q7519929,Simon Tunsted
http://www.wikidata.org/entity/Q106001177,Giovanni Spartario
http://www.wikidata.org/entity/Q211029,Edward O. Wilson
http://www.wikidata.org/entity/Q275103,Tomoko Ohta
http://www.wikidata.org/entity/Q471816,Motoo Kimura
http://www.wikidata.org/entity/Q964151,Masatoshi Nei
http://www.wikidata.org/entity/Q1243023,Thomas H. Jukes
http://www.wikidata.org/entity/Q1695121,Michael Lynch
http://www.wikidata.org/entity/Q6113668,Jack Lester King
http://www.wikidata.org/entity/Q7610174,Stephen P. Hubbell
http://www.wikidata.org/entity/Q237173,Mary Parker Follett
http://www.wikidata.org/entity/Q5129344,Claudio Ciborra
http://www.wikidata.org/entity/Q328887,Karl E. Weick
http://www.wikidata.org/entity/Q5622088,Guy Benveniste
http://www.wikidata.org/entity/Q7100953,Ordway Tead
http://www.wikidata.org/entity/Q7174135,Peter G. Klein
http://www.wikidata.org/entity/Q8016437,William P. Barnett
http://www.wikidata.org/entity/Q16196334,E.S. Wibbeke
http://www.wikidata.org/entity/Q17098233,Katherine Klein
http://www.wikidata.org/entity/Q18685021,Alan Briskin
http://www.wikidata.org/entity/Q20657546,Paul S. Goodman
http://www.wikidata.org/entity/Q20675733,Kathleen M. Sutcliffe
http://www.wikidata.org/entity/Q20711264,Nicolas Valcik
